年度,總計,台灣地區,新北市,台北市,桃園市,台中市,台南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,台東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,金門縣,連江縣
2008,31286092015.000000,31175467015.000000,5987840860.000000,4374528661.000000,2097216174.000000,3174008915.000000,2541046267.000000,3687363642.000000,858519044.000000,748934457.000000,680574000.000000,1508962927.000000,558431156.000000,796925762.000000,486646355.000000,828195904.000000,267898279.000000,497573005.000000,90417000.000000,869841077.000000,642748530.000000,477795000.000000,86949000.000000,23676000.000000
2009,31650282257.000000,31539129257.000000,5945830820.000000,4813581382.000000,2087163815.000000,3171876000.000000,2518373301.000000,3683212338.000000,848702500.000000,742944848.000000,691497000.000000,1537759671.000000,557526000.000000,805753392.000000,490983000.000000,818787020.000000,270810000.000000,500364741.000000,89121000.000000,857557602.000000,631228743.000000,476056084.000000,88071000.000000,23082000.000000
2010,30538823799.000000,30434541426.000000,5737135696.000000,4666742655.000000,2013706284.000000,3061928729.000000,2417728624.000000,3533398600.000000,819459989.000000,717096844.000000,670652147.000000,1492196393.000000,545404343.000000,782885255.000000,472868638.000000,780662955.000000,256826174.000000,478680295.000000,87118866.000000,832273315.000000,608042175.000000,459733449.000000,82013373.000000,22269000.000000
2011,29939506779.000000,29836039779.000000,5595569636.000000,4644459389.000000,1957746092.000000,2991959557.000000,2349286619.000000,3469196486.000000,804526800.000000,707002397.000000,664118230.000000,1452699770.000000,537084404.000000,767288000.000000,463478649.000000,753876772.000000,249216200.000000,472408394.000000,86961000.000000,827704918.000000,589522236.000000,451934230.000000,81459000.000000,22008000.000000
2012,33622881587.000000,33503930087.000000,6236054968.000000,5219263860.000000,2186265641.000000,3323079102.000000,2627597698.000000,3944767615.000000,899677772.000000,795126794.000000,763591281.000000,1618775846.000000,616829611.000000,866444396.000000,528984378.000000,841276181.000000,276441530.000000,532434425.000000,99805000.000000,951470259.000000,662032695.000000,514011035.000000,94041000.000000,24910500.000000
2013,33074562302.000000,32954630302.000000,6168063459.000000,5250388345.000000,2150594135.000000,3254316932.000000,2531895409.000000,3835350845.000000,902094088.000000,786996600.000000,752828900.000000,1582124500.000000,604043603.000000,848785878.000000,516860585.000000,814300474.000000,262922000.000000,521686932.000000,99056000.000000,928926834.000000,647241047.000000,496153736.000000,95614000.000000,24318000.000000
2014,31321729308.000000,31207452927.000000,5814895663.000000,4938698310.000000,2039652246.000000,3075449944.000000,2403649448.000000,3656877250.000000,849068000.000000,747149284.000000,719246759.000000,1505877500.000000,578588500.000000,811442000.000000,494227000.000000,772694980.000000,247985000.000000,492030500.000000,94539500.000000,882374000.000000,611023243.000000,471983800.000000,90934881.000000,23341500.000000
2015,29791021741.000000,29680932741.000000,5514401441.000000,4705569335.000000,1941223786.000000,2925140962.000000,2279171705.000000,3482722696.000000,809965746.000000,715395000.000000,689842971.000000,1437354000.000000,549352000.000000,777359500.000000,471712500.000000,728914000.000000,234222500.000000,464236787.000000,90286000.000000,835527500.000000,579264240.000000,449270072.000000,87811500.000000,22277500.000000
2016,29090120638.000000,28982043250.000000,5379318661.000000,4593054272.000000,1896126998.000000,2851110692.000000,2217057653.000000,3409099545.000000,792347999.000000,699813313.000000,676490465.000000,1403430196.000000,543179971.000000,766364020.000000,464719956.000000,706002152.000000,226735144.000000,451476665.000000,89310660.000000,813493632.000000,564190972.000000,438720284.000000,86238084.000000,21839304.000000
2017,27486000386.000000,27383828650.000000,5081367444.000000,4331424338.000000,1787698767.000000,2686880968.000000,2091704052.000000,3228249163.000000,751365264.000000,664612088.000000,642574720.000000,1331052408.000000,516748064.000000,730232160.000000,443557104.000000,663053408.000000,212489384.000000,423480920.000000,84931608.000000,766849700.000000,530452342.000000,415104748.000000,81619116.000000,20552620.000000
2018,25750367955.000000,25654808863.000000,4765705775.000000,4057229291.000000,1668222312.000000,2504297102.000000,1955008284.000000,3022805922.000000,702617508.000000,625008488.000000,607933329.000000,1251850336.000000,493605284.000000,686563980.000000,419592712.000000,618817159.000000,197731756.000000,392955204.000000,80211936.000000,720463253.000000,494894436.000000,389294796.000000,76552000.000000,19007092.000000
